"[참고] 오피스 구분 기준(KB국민은행 오피스 투자지수 기준) 
권역별 
규모별 
CBD(도심) 
GBD(강남) 
YBD(여의도) 
OBD(기타)","종로구,  중구,  용산구  동자동 
강남구,  서초구 
영등포구  여의도동,  마포구  마포동,  도화동,  공덕동 
CBD, GBD, YBD  외  전  지역","소형 
중형 
중대형 
대형","연면적  1천~3천  평  미만 
연면적  3천~5천  평  미만 
연면적  5천~1만  평  미만 
연면적  1만  평  이상"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
